Contig,TXAS01,TXAS02,TXAS06,TXAS09,TXAS10,TXAS11,TXAS12,TXAS14,TXAS15,TXAS18,TXAS20,TXAS21,TXAS24,TXAS25,TXAS29,TXAS30,TXAS31,TXAS33,TXAS35,TXAS39,TXAS42,TXAS44,TXAS46,TXAS47,TXAS48,TXAS50,TXAS51,TXAS52,TXAS53,TXHC02,TXHC03,TXHC04,TXHC05,TXHC06,TXHC08,TXHC10,TXHC12,TXHC13,TXHC15,TXHC16,TXHC17,TXHC18,TXHC19,TXHC20,TXHC21,TXHC22,TXHC23,TXHC24,TXHC25,TXHC26,TXHC27,TXHC28,TXHC29,TXHC30,TXHC31,TXHC32,TXHC33,TXHC35
vOUT2688,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,59225,0,0,0,0,0,0,0,0,0,0,0,0
vOUT2689,245,365,55,68,110,174,118,87,954,465,537,849,553,168,119,278,613,169,897,87,1079,204,64,805,609,1423,412,1307,737,334,79,283,239,461,54,157,182,125,199,1749,2311,308,1688,3138,1399,10101,540,326,25,135,127,3921,909,1023,2645,846,315,311
vOUT269,541,462,5445,3947,25160,126,53253,5772,15,6081,144,671,67,1457,177,214,732,281,17,112,638,1600,84,452,651,11,88,33,67,3030,607,111,12647,4050,37386,912,1032,228,25,0,281,6552,21323,177,24,249,81,5480,165,631,1449,747,2221,2054,1004,186,9074,52
vOUT2690,701,631,136,51,15360,1114,599,187,2091,479,1,267,36,167,217479,26,192,148,498,744,90,19397,1552,32951,205,2862,103720,1618,1773,475,89,299,35,28,854,245,23,39,1711,41692,10063,7240,11800,104140,33,157286,326,1305,2757,11923,350,63,3453,5612,2617,103613,1277,14963
vOUT2691,82,14,0,0,10,1,49,5,0,0,59,1,4,1,1,27,2,9,2,0,4048,30,7,62,0,46,8,3356,0,3,28,1,6,5,0,28,19,3,24,1186,8,41,0,41,1,9573,1,3,3,225,0,2,2,7,115,45,6,0
vOUT2692,0,47,0,68,0,0,18324,0,0,1,1,86,0,2,340,4355,0,0,0,149,268,0,80,162,1,0,0,2,4,0,0,18,3,0,1,0,633,0,2766,0,315,2,7,282,3,10883,0,1,1,5,494,1,667,246,68,126,286,2
vOUT2693,748,627,137,54,18057,1228,477,214,2080,448,1,235,18,179,265392,0,194,148,519,624,139,20263,1608,29786,226,3013,113559,1800,1520,542,91,264,27,35,955,238,37,63,2441,41429,10247,8221,13565,102099,41,101151,321,1443,2781,12390,397,60,3351,5492,2824,106278,1176,13283
vOUT2694,189,4,5,2,3,4,3,0,0,16,1,2,0,1,10,52,61,8,2,3,391,8,4,27,6,0,0,3,7,3,31,5,16,23,9,2,0,33,292,4,2,2,36,0,0,4100,1,3,3,17,3,26,2,16,5,52,14,0
vOUT2695,1,51,149,14,5,9,6,10,48,24,163,218,76,32,7,21934,41,18,26,3,2490,6,50,64,64,33,63,90,38,20,21,7,23,13,3,8,21,18,15,953,180,83,36,162,21,12496,73,27,7,439,5,28,141,59,154,709,149,9
vOUT2696,1132,0,20,341,201,2768,3,791,0,2678,1715,433,1877,2818,352,887,1733,1812,1049,11,1587,3170,28230,732,4281,0,623,2,4599,544,1380,990,2913,2204,204,1343,1,1285,144,1,4,1529,807,61,2312,7951,4816,18144,4401,18,285,11841,514,2,1633,5,479,469
vOUT2697,122,34,2,66,33,145,0,0,0,238,347,288,520,64,20,0,7,1195,153,3,21,56,14,38,17,0,168,0,560,508,0,113,106,29,1,84,342,25,6,38,82,101,433,19,139,4984,2,398,30,0,0,221,0,35,0,22,1,354
vOUT2698,425,19,15,0,4,3,7,3,0,9,9,24,0,0,15,5,17,4,14,45,1938,10,22,168,14,52,2,63,4,10,131,2,67,18,8,30,1,33,1098,13,25,40,236,0,0,2770,11,5,1,13,0,11,2,8,10,131,73,1
vOUT2699,1,0,0,0,0,4,0,0,1,0,3,3,1043,0,723,0,0,0,3,0,10,1204,0,394,0,1,792,0,397,0,0,0,0,200,0,0,0,23,0,0,0,0,289,1,3210,19127,10752,0,0,0,0,54,1,0,0,0,5,3
vOUT27,2842,0,0,4,0,26,0,0,0,26,0,4,0,2,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,10,0,6,0,7,9,28,0,0,0,3,0,0,1559,0,0,0,1,0,0,0,0,2,0,0,0,10,1
vOUT270,0,0,0,11389,11,3,0,5421,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112,0,0,0,0,3239,1346,0,0,0,0,0,0,4,0,0,3,0,17,68,34,0,0,0,0,7,0
vOUT2700,591,2134,893,1591,1360,740,3086,686,3584,5576,19828,3084,4604,3876,6877,16248,5022,6383,3722,4274,36717,1809,2194,18145,10877,51049,7849,13669,4019,3067,4536,3206,8642,3379,657,1095,2257,3321,9412,65248,8528,11241,9979,39453,5269,52588,4292,4785,2276,8220,1222,1704,11047,20486,10590,28896,6919,933
vOUT2701,237,233,27,136,130,8,0,211,0,404,2628,449,0,67,179,0,313,693,1,456,97,135,13,383,420,0,81,392,848,928,170,885,760,652,158,139,134,384,175,0,563,1154,869,995,134,3182,270,1275,1,40,3,1247,396,480,0,0,0,306
vOUT2702,274,6,27,1,11,7,22,4,4,78,89,7,1,0,57,1000,19,12,0,9,2824,1,3,86,11,36,18,196,1,5,21,5,14,7,2,0,12,8,135,18,4,405,3,3,14,6426,19,3,2,255,0,10,50,8,50,292,117,0
vOUT2703,65,49,40,22,34,28,56,27,0,203,823,102,1,71,85,0,38,555,3,249,47,48,113,228,342,1,453,870,431,118,114,203,513,182,66,60,27,1541,17,0,247,366,278,164,443,2315,83,314,9,20,0,566,114,327,0,2,126,105
vOUT2704,99,250,164,21,22,4,7,34,605,55,39,23,138,1053,86,137,207,208,814,6,168,1,320,181,203,6381,0,1,85,115,793,490,145,1459,200,479,2,67,149,20301,249,1436,341,15359,1516,2723,238,3564,877,999,3629,479,4130,318,4042,3217,220,24
vOUT2705,0,2,0,0,1,0,2,0,71,0,230,18,0,0,6,190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,35,11,2,0,0,4,0,3445,17,0,0,6,0,0,0,0,2636,42,533,0
vOUT2706,0,22,19,0,17,0,0,7,0,0,0,0,0,29,50,0,2,15,27,17,515,45,15,0,0,35,10,0,0,4,0,2,0,8,6,3,14,2,656,0,0,664,73,6,0,1876,0,0,0,93,0,19,1,0,0,2821,48,13
vOUT2707,13,3,15,0,0,4,6,0,0,0,0,22,0,0,0,124,36,0,5,0,203,0,0,3,0,153,1,2,0,0,1,10,1,2,0,0,0,15,23,4550,0,0,0,0,1,7655,6,0,4,0,10,0,48,1,3,343,68,0
vOUT2708,105,181,752,57,190,71,475,19,99,982,402,570,2658,206,852,6415,11402,286,371,292,6330,115,2190,116,454,508,255,363,293,273,275,144,1026,192,386,189,678,119,1406,5606,3960,1477,416,648,418,10943,357,303,1196,13067,60,348,1454,904,1508,32448,2177,245
vOUT2709,22,2,0,0,0,0,0,0,0,0,5,0,0,0,8,2,0,0,0,0,77,0,0,9,6,6,0,6,0,0,7,0,6,1,0,0,0,4,42,0,4,1,0,0,0,1779,0,2,0,0,0,0,0,0,0,12,3,0
vOUT271,5419,2235,9175,103,6728,15344,6093,6031,0,2619,1930,8480,1,11,859,319,6357,6431,845,5755,4912,1624,356,2810,3748,1,221,4022,672,3175,2978,811,5755,1967,6060,1063,422,5403,197,3,4716,1314,4234,121,465,8728,353,551,7034,2247,24,462,41,365,423,2360,2166,2115
vOUT2710,186,128,108,0,187,88,710,3,0,1,27,117,0,73,170,114,0,10,0,57,3425,400,2,38,0,0,1,6,9,1,24,24,59,2,264,308,82,26,5,316,635,1950,0,25,0,1715,1,145,0,33,0,0,151,38,313,536,117,40
vOUT2711,40,208,10,0,53,16,38,11,0,0,1870,15,0,28,3,379,0,52,0,72,334,26,0,3,0,0,1,0,200,4,2,0,300,8,87,8,264,2,8,5,1740,6628,0,61,0,2680,0,11,0,27,8,0,138,1,4,37,4,114
vOUT2712,30,777,46,40,7,2,1479,0,371,26,226,18,1,2,262,983,117,5,0,45,617,8,537,42,6,90,6,7,39,12,1,25,0,11,16,3,28,2,103,170,24,4,305,85,11,3618,36,8,2,1894,2,12,105,40,60,3214,50,7
vOUT2713,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,0,0,0,8,0,0,0,1,305,0,0,4474,0,4,0,0,0,0,0,1,0,1,0,0,21,0,13,2,14,1,17500,3,82,0,34,0,0,0,18,9,35,0,0
vOUT2714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,0,0,1,0,0,17,0,0,41,0,0,0,31,5236,0,0,0,0,0,0,0,51,0,0,0,1
vOUT2715,6444,9856,198,3872,6201,1312,204,7888,0,44986,7750,34096,11407,26471,694,551,17494,22777,4819,2028,1945,5841,57285,17850,45121,2813,2687,8438,19329,8416,32012,41594,25603,11210,1755,18117,676,32288,2480,183,800,16982,3158,2962,19329,1378,74092,20929,53453,861,322,6481,4164,2258,2592,426,4207,5438
vOUT2716,4134,12,5033,2,2,3,6,1,2,232,34669,17474,1,11037,5122,56,0,57584,7,145,27,30343,0,18,90169,8,18465,29137,16,15,1564,4146,6321,14343,9,2362,10723,10207,94077,2,14667,10740,11077,16482,22,0,316700,2551,1124,1,16,291,3,15290,14,7,44468,1127
vOUT2717,1963,423,755,3522,138,52,98,90,201,891,7685,8218,330,7705,1034,5644,1472,8713,226,2831,4027,9249,554,5160,10250,443,6456,26445,1568,2262,2077,3415,3112,5673,128,1097,896,2076,7843,1796,2339,1498,10249,3712,2911,1962,258197,505,783,1181,32,7339,1682,1474,3229,610,19661,10934
vOUT2718,0,287,2554,1284,1204,17,215,40,223,7194,2011,0,127,0,16,0,5,185,80,497,8,99,0,624,1657,0,2148,262,3,1120,969,23,37,609,983,133,6,1765,2038,2,189,232,0,8,6,0,86232,0,0,0,0,122,40,368,7043,2,37,249
vOUT2719,8133,973,1223,193,171,331,738,11815,10,15678,697,2192,36716,467,255,511,12939,516,130,290,831,443,369,427,4094,521,281,1681,1090,1356,382,735,779,2903,1210,2547,1695,1948,1661,5481,362,567,1002,1580,344,1184,117204,2701,510,519,97,1621,6133,469,3493,243,1159,1099
vOUT272,0,0,0,0,0,0,0,5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
vOUT2720,1037,1611,776,5771,1576,17308,27210,1514,2653,113562,73821,8464,8565,12742,2524,8821,5608,11621,14059,11428,5489,20180,76057,32569,29616,7059,27223,23226,9055,9246,49214,31385,33979,26916,1353,1797,2075,23819,5892,4018,46584,33656,9419,9312,161969,10001,261321,17520,10842,6819,1693,45179,42277,15628,99586,5620,57009,5209
vOUT2721,9,4,0,0,0,1,0,6,0,0,0,2,4,165,4,0,0,45,0,20717,1,1,27,2,91,0,2,0,9848,10,27,1325,39,75,4,1866,0,14,1,1,0,2,18,26,7131,0,15250,166,1032,4,0,2,7,0,6,1,31,83
vOUT2722,1,0,0,16062,12,153,0,1,0,303,0,0,34,230,0,0,0,25417,1296,29500,0,916,3,0,21710,1,2289,0,26653,751,1648,332,884,27000,624,1755,1,747,1829,0,13,204,0,2,1071,0,35506,1541,5666,0,4,59,1,5973,870,1,0,2221
vOUT2723,247,17,5,1070,3,1001,8,182,3,802,376,119,10857,2487,100,335,682,1229,3348,27,7,932,5843,66,583,4,143,2,7268,1009,7890,3089,1116,585,286,578,2,4334,4,0,7,1223,30,9,13662,20,11174,7397,5322,7,613,3311,29,2,274,2,49,490
vOUT2724,1112,655,151,118,226,399,2,480,260,741,465,1859,2592,1118,59,426,656,885,532,18921,3697,1152,5022,1141,947,21,3207,357,9713,1234,1883,2205,1862,811,284,2973,389,1090,1254,7,253,712,313,494,7251,534,17305,4705,2908,670,121,1907,714,166,432,1091,417,1103
vOUT2725,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,10138,0,0,0,0,34,0,0,0,5193,0,1,662,0,1,0,1043,0,0,0,0,1,0,0,0,4035,0,12558,35,672,0,1,0,0,0,0,0,0,3
vOUT2726,0,0,0,12617,3,12,0,0,0,111,0,0,19,147,0,0,0,20629,345,20920,2,52,0,0,16543,0,1495,0,17553,183,223,10,307,19662,486,1088,0,210,165,2,19,94,0,0,574,0,26231,1245,4381,0,2,31,1,4924,441,0,0,1467
vOUT2727,0,1,0,0,1,1,0,0,0,33,3,1,203,9,0,3,2,341,2,0,0,8,7,1,2,1,10,1,11,189,5,3141,0,5,3,4,0,990,1,0,1,6,53,1,63,0,13820,15,1,0,0,1,0,1,0,0,1,4
vOUT2728,845,0,0,358,3,115,2,3,0,2108,9,0,53,538,14,21,42,2621,46,1,0,1384,395,100,113,0,547,0,6570,55,1595,119,5,420,33,22,0,979,0,0,0,141,1,16,704,0,7272,57,49,0,9,113,0,0,0,0,0,1610
vOUT2729,20,1972,130,328,2,1214,1,128,0,926,450,667,2,7,183,1,85,1511,26,3368,5,86,4980,1085,1750,1,381,845,989,514,123,1517,751,603,1149,1047,866,2031,1163,0,460,852,2080,89,1103,0,20403,724,895,186,4,586,86,174,393,0,5378,381
vOUT273,0,0,404,1,3,44107,8930,26101,0,0,0,0,0,2853,0,0,0,0,0,17968,12491,1687,0,0,0,0,1621,77856,0,0,0,0,0,38,2,0,1315,0,1,2,0,1,6,2,7,0,0,0,0,0,954,27152,0,0,0,0,0,0
vOUT2730,0,525,2425,2090,301,704,2222,534,1,1086,5448,3615,1468,2445,915,34,14,1077,2725,2358,2,1786,888,6173,10123,2,4053,51591,5507,4433,1021,1599,4263,3560,946,2040,2616,1497,4039,10102,4758,18042,5850,10919,11337,223,32944,10976,1371,2603,1458,9012,14227,8698,161216,16981,66820,2110
vOUT2731,14,0,0,415,16,12,0,135,0,82,452,7,4050,923,6,214,8,15,983,4,0,103,1635,44,401,0,28,0,4250,727,2238,1824,12,133,150,172,2,2635,0,0,0,355,26,13,8493,0,8162,1753,2004,0,217,741,3,0,12,0,13,344
vOUT2732,854,4624,3,566,1319,789,5620,422,1470,4589,4672,2754,2536,1203,2931,19829,4073,1184,3461,1170,4,2442,7439,2664,962,0,1711,2,2842,2057,1424,981,16416,2333,936,854,1668,926,1,0,9485,9984,3249,12588,4323,22,27187,3986,8563,18679,7105,6782,42123,7920,11318,11562,7276,143
vOUT2733,2314,6501,284,770,19076,657,3,8823,0,23541,5376,1145,1503,141,1147,330,0,978,276,0,5524,3352,368,6341,1348,1,3640,98,2851,3967,10,21,3,4314,17037,5870,4508,281,102,0,4493,4291,960,0,993,0,10408,4960,50,5984,290,1,1,6711,2237,16,8110,10048
vOUT2734,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1339,0,0,0,0,15,0,0,0,610,0,0,187,0,0,0,266,0,0,0,0,0,0,0,0,713,0,4924,6,138,0,0,0,0,0,0,0,0,0
vOUT2735,0,0,0,5,0,0,0,1,0,166,1058,0,0,1,1,6,0,718,75,4328,2,833,1,5238,2910,0,2,0,8165,0,253,529,412,2308,5,595,0,47,0,1,3,92,0,2,13,1,4060,6398,21,17,1,931,0,0,0,0,2,2
vOUT2736,0,0,55,3,8332,18422,2,0,0,3815,0,0,0,0,0,0,0,4590,0,161,0,0,0,0,0,0,0,0,191,8428,0,0,4,10,0,0,7,0,2547,0,0,0,15,0,0,0,24851,0,36,0,0,0,211,0,1,0,0,45
vOUT2737,1684,3280,221,1204,1723,1216,36,2507,0,8816,1600,3973,7203,5525,241,584,4736,4134,1278,546,568,1948,16046,6435,14478,1543,1448,2616,6251,1902,4881,10046,5866,2709,1020,3440,522,6688,898,16,116,4569,952,811,4305,355,15252,3350,12001,94,124,3916,1416,2876,451,81,2022,1203
vOUT2738,15081,23327,18409,14755,18222,4874,40324,7072,311,8673,9131,15287,483,1844,9694,13832,34518,11343,579,6152,5693,3417,2346,21461,3261,214,233,1517,3431,1078,23142,2673,17246,9291,38258,6604,69735,7541,1666,0,14881,4198,7466,3716,535,18001,2539,2963,8219,32902,1918,1960,5555,7501,7425,7063,12870,1890
vOUT2739,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30036,0,0,0,0,0,0,0,0,0,0,0
vOUT274,13133,16848,2518,3352,6,5921,3,22523,395,2142,3,16,3,527,2,739,0,19,206,261,79,3389,1465,1,9,98,22,145,0,89,28,27,435,1488,4687,123,1025,3228,477,0,4812,820,11728,5297,26,0,1531,346,108,2490,2973,2200,1970,6888,279,1,0,941
vOUT2740,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,73,0,2,0,0,0,0,0,0,5173,0,0,0,0,0,0,0,0,0,0,336
vOUT2741,763,0,457,348,788,524,672,146,0,2016,1796,2721,1430,374,0,0,1047,387,131,1556,16338,1155,3419,2914,1682,1,376,1459,2101,532,696,816,2598,2089,749,1277,1823,2131,0,0,1750,2964,1851,3690,1960,0,2787,1236,426,0,344,4542,20126,8462,0,1,0,325
vOUT2742,0,0,0,7,0,0,0,8,2,4,0,0,24,25,10,0,0,50,19,0,0,27,11,0,0,2,0,0,0,83,0,0,30,0,0,0,23,2,0,0,1,0,212,2,1,0,22536,62,17,0,5,4,0,54,0,0,1,34
vOUT2743,125,0,0,90,0,0,0,1,0,84,0,0,52,126,0,0,0,445,0,0,0,163,0,0,0,0,94,0,1098,0,392,2,0,84,0,0,0,126,0,0,0,1,0,0,1,0,2624,3,0,0,0,0,1,0,0,0,0,181
vOUT2744,0,0,0,0,0,0,1,0,0,0,0,2771,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,1248,0,0,25,0,0,0,0,0,0,0,0,29,0,0,0,4,0,12476,0,0,0,0,0,0,0,0,0,0,0
vOUT2745,3,53,9,10,24,47,15,5,0,134,306,33,501,169,189,362,33,76,133,188,397,276,311,11,26,0,318,293,29,224,4,91,112,344,82,133,25,227,634,0,279,299,28,58,329,0,1798,202,660,34,47,471,11,10,3,3,115,119
vOUT2746,0,5,1,1,187,4,6,61,0,125,1266,73,946,234,975,385,0,20,4,197,0,36,329,5,11,10,168,260,223,891,26,62,138,283,32,97,128,196,7,0,145,61,37,98,50,0,2200,308,227,44,84,541,11,7,0,0,17,6
vOUT2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,34148,0,0,0,0,0,0,0,0,0,0,0
vOUT2748,0,0,0,246,0,0,0,0,0,0,550,0,8,6,64,0,0,0,0,0,0,230,1,0,39,0,36,0,0,78,0,2693,0,11,505,6242,0,1331,337,0,1385,205,448,0,3,0,1019,0,0,0,235,1676,0,0,1,0,51,508
vOUT2749,3,7,0,0,0,320,2,2,0,0,0,17066,0,43,124,0,0,11,0,0,0,0,0,0,0,0,0,0,0,48,0,0,4872,0,0,0,0,82,0,0,0,209,0,0,10,0,8849,0,0,0,0,0,0,0,1,0,13,5
vOUT275,0,150,0,458,84,323,0,6065,0,165,1,1,693,1681,719,1,0,71,312,518,0,711,1082,4,168,9,67,0,639,979,784,687,2864,693,42,244,1,672,1,0,0,938,134,74,2499,1,11,747,138,0,2,345,69,3,0,48,21,120
vOUT2750,0,0,0,5,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,180,0,0,82,0,0,0,0,7,2,0,301,0,0,0,0,0,0,0,0,3240,0,177,0,0,87,0,0,0,0,26,4
vOUT2751,36,79,6,5,2,0,0,2,5,104,1,4,108,78,126,34,86,115,110,0,1,78,4,0,20,10,7,44,69,22,1,3,10,0,1,0,2,2,1,28,73,29,8,33,0,2,1842,1,0,9,0,23,455,2,23,0,3,0
vOUT2752,0,0,41,803,6,0,0,0,0,1,712,0,0,344,271,0,153,0,0,727,0,29,0,0,21,0,81,0,0,1,1,2,0,72,0,0,0,22,0,0,0,2,15,0,4710,0,30128,0,0,0,57,258,2,0,2,0,0,1
vOUT2753,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9963,2,0,0,0,0,0,0,0,0,3,0
vOUT2754,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,2,0,10,6,5,0,1,0,2,5,0,0,0,0,1,0,5,2117,0,0,0,0,0,0,0,0,0,0,5
vOUT2755,3,27,1,27,28,8,1,20,0,11,367,19,389,302,63,92,16,19,93,18,14,62,49,27,1027,11,162,74,89,32,40,649,473,56,9,357,11,457,73,0,21,70,152,261,1154,375,8978,534,95,19,6,52,18,54,659,50,4,152
vOUT2756,2,0,163,11,1,1,0,0,29,0,78,0,0,0,29,4,89,0,23,37,22,2,33,3313,97,558,627,3,2,0,53,84,13,129,10,54,16,21,1531,1874,2,660,440,238,3,548,1857,5,3,183,0,4,43,4340,0,1456,2,0
vOUT2757,0,0,0,1,0,100,0,0,0,35,0,83,3,12,0,0,0,6,79,0,12,133,106,0,73,0,118,2,24,184,1693,1,105,6,44,8,5,149,5,0,17,81,2,292,0,0,11346,189,25,0,23,890,99,0,289,0,222,59
vOUT2758,1381,3131,211,614,1044,925,1023,731,11205,2055,5566,10269,3117,1381,578,2420,3656,1169,1584,215,8778,1073,500,6804,5751,8425,3859,11520,4062,2281,662,494,1353,4009,490,418,1400,1123,857,1826,18633,3346,18905,31104,1892,9379,7672,2175,496,486,426,3137,7396,10507,29487,1201,3207,632
vOUT2759,0,0,0,4,3,0,0,335,0,411,30,0,322,3,206,0,622,207,3,15,0,3,19,15,0,1,5,0,7,91,0,468,187,11,1,543,0,2,0,0,0,1,1256,668,0,0,1479,590,23,0,0,11,0,0,0,0,3,0
vOUT276,6258,8,1644,148,1543,407,14,2899,0,2733,14711,80,1021,1188,69,81,249,2814,12291,1591,216,4495,23,86,389,0,4394,79,2049,1924,363,743,572,836,1115,1927,7,829,98,1,23,371,523,18,1139,0,61,1415,2527,85,39,353,198,23,53,1,1217,8233
vOUT2760,214,0,0,29,0,526,0,79,0,201,48,0,69,184,297,185,240,19,138,2,0,401,140,0,537,0,0,0,125,172,170,232,441,42,38,61,0,98,0,0,0,22,6,0,176,0,1414,266,25,0,169,2095,11,0,22,0,4,13
vOUT2761,0,0,0,8,0,0,0,0,0,155,265,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,176,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14264,0,0,0,0,2,0,0,27,0,0,0
vOUT2762,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,4,21,0,0,48,0,0,0,0,0,0,48648,0,0,0,0,0,0,4020,3,1,111,0
vOUT2763,0,123,0,459,0,21,968,24,0,240,0,148,65,51,211,0,4,62,60,0,74,219,193,119,119,0,13,0,122,77,12,23,0,151,44,87,0,162,0,0,69,222,5,219,547,0,865,156,16,0,653,6,0,0,447,0,167,18
vOUT2764,2,0,0,21,0,19,5,5,0,122,19,1,4,0,0,0,89,2,0,61,6,1,20,13,9,0,0,38,7,1,21,99,7,15,0,63,44,0,0,0,36,6,26,465,1,0,480,3,3,0,1,142,533,538,0,0,0,0
vOUT2765,0,0,0,0,1,0,0,0,0,1,4,380,250,70,0,0,0,0,1113,0,1,0,0,0,41,0,8,0,0,57,6,0,0,0,0,13,2,2,1,0,1,51,295,214,0,0,1651,229,0,0,0,2,0,3446,0,0,0,0
vOUT2766,74,0,0,87,8,49,0,14,0,0,204,0,1,10,507,0,834,28,118,7,0,0,0,0,0,0,0,0,40,2,6,2,0,36,0,107,0,19,0,0,0,0,373,93,1971,1914,3455,186,0,0,2,0,0,51,0,1,1118,0
vOUT2767,1,0,0,99,0,1,0,1,0,5,27,0,153,60,2,0,513,2,97,1,0,236,12,20,15,0,220,0,4,71,0,55,0,7,61,30,0,0,0,0,0,88,137,0,1,0,2258,78,8,0,0,29,0,0,0,0,113,0
vOUT2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0
vOUT2769,0,0,0,0,0,0,0,0,0,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7402,0,0,0,0,0,0,0,0,0,0,0
vOUT277,0,35,23,7,1,1,5,5014,0,0,0,0,0,0,0,0,1,0,0,0,0,131,0,5,0,0,0,2,60,1,22,0,54,1119,0,1540,1038,0,1,0,33,0,0,0,0,0,139,1,129,0,0,0,377,0,0,0,1,0
vOUT2770,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,14,0,26,0,0,0,0,0,22,0,0,0,0,1,0,0,0,1022,1,0,0,0,0,0,0,0,0,0,0
vOUT2771,0,0,0,0,0,57,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,762,0,0,0,2,0,0,0,446,0,0,1,0,0,0,0,0,0,0,0
vOUT2772,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
vOUT2773,12830,18814,68,12919,4285,6974,342,12353,6,28411,37225,115392,32643,9951,62987,411226,92996,63614,4022,45399,16673,25970,30610,118042,100984,2984,5451,140957,152428,19071,49780,12311,54721,95971,21273,9289,17836,17752,182645,142,127113,66153,41886,43327,61240,901,90570,59836,16884,11436,1022,37770,38946,61133,191,674,239,9177
vOUT2774,0,1,5,6,0,0,11,11,0,1734,17845,0,4,6,0,0,2,5,11,1975,0,15,59,0,5,20,2,47,3,1042,28,7924,10,14,0,971,1,7250,2,0,18,5126,12,814,9,0,0,43881,2817,0,806,9783,484,1,6,24,8,3
vOUT2775,0,0,0,2,0,0,3,0,0,1785,2744,0,0,0,0,0,0,1,0,5593,0,1,0,0,0,11,0,0,1,953,1,2550,0,6,0,3659,0,1173,2,0,101,7497,0,4301,0,0,0,44540,23628,0,747,1551,347,0,0,11,0,0
vOUT2776,3,1,0,3,3,9,0,1,0,49,9,21,29,106,21,0,1,89,893,760,8,2456,1,94,104,0,7086,59,12187,127,3714,365,40,126,9,62,0,61,197,0,3,1009,25,0,213,0,116,76378,1251,0,2,2454,0,0,11863,11,0,2328
vOUT2777,37,49,2,3410,48,322,72,24,29,186,351,350,12713,7689,590,373,185,1385,42,155,96,564,274,100,4072,42,6493,221,2524,8839,626,3067,431,339,40,612,1207,1520,117,211,3030,378,977,1774,995,605,88,33141,194,2152,176,6970,1562,7079,236,201,383,86
vOUT2778,63866,25688,56955,3403,19347,3861,22972,24503,155,4786,598,17572,136,5005,461,31276,26980,20197,2665,19142,84513,9541,705,59040,2066,6,9757,698,90,8530,1906,8789,1006,5520,26601,18016,19771,5077,20869,204,2464,32639,1818,4886,803,1933,4260,49210,721,1505,49,4012,22077,14136,17092,9891,8784,7506
